ID;STATE;GENDER;RESIDENTIAL;CLASS_BMI;AGE;WEIGHT_kg;HEIGHT_cm;BMI_kg_m2;POWER_cm;FLEXIBILITY_cm;COORDINATION_no;SPEED_sec
262;KUALA LUMPUR;F;URBAN;NORMAL;7,1;16,5;110,0;13,6;99,0;30,0;2,0;5,0
263;KUALA LUMPUR;F;URBAN;NORMAL;7,1;18,8;119,0;13,3;111,0;18,0;8,0;5,2
264;KUALA LUMPUR;F;URBAN;NORMAL;7;17,9;105,0;16,2;88,0;29,0;5,0;5,1
265;KUALA LUMPUR;F;URBAN;NORMAL;7,1;23,4;125,0;15,0;86,0;30,0;5,0;5,2
266;KUALA LUMPUR;F;URBAN;NORMAL;7,1;19,8;115,0;15,0;82,0;36,0;3,0;5,2
267;KUALA LUMPUR;F;URBAN;OVERWEIGHT;7;29,1;123,0;19,2;85,0;28,0;5,0;5,0
268;KUALA LUMPUR;F;URBAN;NORMAL;7;23,0;120,0;16,0;92,0;24,5;5,0;4,9
269;KUALA LUMPUR;F;URBAN;OVERWEIGHT;7;20,3;105,0;18,4;107,0;29,0;1,0;5,1
270;KUALA LUMPUR;F;URBAN;NORMAL;7,1;24,0;122,0;16,1;92,0;27,5;8,0;5,8
271;KUALA LUMPUR;F;URBAN;NORMAL;7,1;24,8;127,3;15,3;101,0;26,5;5,0;5,6
272;KUALA LUMPUR;F;URBAN;NORMAL;7,1;21,4;115,5;16,0;83,0;28,0;1,0;4,5
273;KUALA LUMPUR;F;URBAN;NORMAL;7;23,8;124,0;15,5;101,0;27,0;1,0;5,1
274;KUALA LUMPUR;F;URBAN;NORMAL;7,1;27,0;137,0;14,4;91,0;22,5;3,0;4,6
275;KUALA LUMPUR;F;URBAN;NORMAL;7;17,1;114,5;13,0;102,0;25,0;1,0;5,1
276;KUALA LUMPUR;F;URBAN;NORMAL;7,1;20,7;121,0;14,1;98,0;29,0;1,0;5,2
277;KUALA LUMPUR;F;URBAN;OVERWEIGHT;7,1;25,9;119,0;18,3;88,0;28,5;5,0;5,9
278;KUALA LUMPUR;F;URBAN;NORMAL;7;19,8;115,0;15,0;75,0;36,0;2,0;5,6
279;KUALA LUMPUR;F;URBAN;NORMAL;7;22,8;119,0;16,1;75,0;26,0;8,0;5,7
280;KUALA LUMPUR;F;URBAN;NORMAL;7,1;23,2;120,0;16,1;85,0;29,0;1,0;5,3
281;KUALA LUMPUR;F;URBAN;NORMAL;7,1;21,8;118,0;15,7;85,0;33,0;1,0;5,6
282;KUALA LUMPUR;F;URBAN;NORMAL;7;21,6;117,0;15,8;86,0;24,0;3,0;5,3
283;KUALA LUMPUR;F;URBAN;NORMAL;7,1;18,0;117,0;13,1;93,0;31,0;1,0;6,0
284;KUALA LUMPUR;F;URBAN;NORMAL;7,1;25,0;132,0;14,3;87,0;18,0;10,0;6,2
285;KUALA LUMPUR;F;URBAN;NORMAL;7;22,1;116,0;16,4;76,0;31,0;3,0;6,5
286;KUALA LUMPUR;F;URBAN;THINNESS;7,1;20,0;126,0;12,6;96,0;18,0;4,0;5,7
287;KUALA LUMPUR;F;URBAN;NORMAL;7,1;22,5;125,0;14,4;112,0;22,5;1,0;5,7
288;KUALA LUMPUR;F;URBAN;NORMAL;7;21,5;124,0;14,0;94,0;18,5;4,0;5,7
289;KUALA LUMPUR;F;URBAN;NORMAL;7,1;17,4;117,0;12,7;92,0;20,0;4,0;5,8
290;KUALA LUMPUR;F;URBAN;NORMAL;7,1;21,0;116,0;15,6;80,0;24,5;4,0;5,7
291;KUALA LUMPUR;F;URBAN;NORMAL;7,1;19,5;110,0;16,1;90,0;23,0;2,0;5,6
292;KUALA LUMPUR;F;URBAN;NORMAL;7;23,5;121,0;16,1;77,0;23,5;6,0;6,0
293;KUALA LUMPUR;F;URBAN;NORMAL;7,1;21,7;118,0;15,6;77,0;22,5;4,0;5,7
294;KUALA LUMPUR;F;URBAN;NORMAL;7,1;17,2;110,0;14,2;75,0;27,5;1,0;5,5
295;KUALA LUMPUR;F;URBAN;OVERWEIGHT;7,1;22,7;114,5;17,3;74,0;27,0;1,0;5,9
296;KUALA LUMPUR;F;URBAN;NORMAL;7,1;22,4;121,4;15,2;75,0;21,5;1,0;5,3
297;KUALA LUMPUR;F;URBAN;NORMAL;7,1;17,4;107,0;15,2;69,0;25,5;2,0;6,5
298;LABUAN;F;URBAN;OVERWEIGHT;7,1;27,1;123,0;17,9;100,0;27,0;2,0;4,7
299;LABUAN;F;URBAN;NORMAL;7;20,5;123,2;13,5;85,0;28,0;2,0;5,5
300;LABUAN;F;URBAN;SEVERE THINNESS;7;16,2;119,0;11,4;66,0;16,5;4,0;6,0
301;MELAKA;F;RURAL;OBESITY;7,1;37,7;112,0;30,1;100,0;40,0;6,0;4,5
302;MELAKA;F;RURAL;NORMAL;7,1;21,0;124,0;13,7;110,0;30,5;8,0;5,1
303;MELAKA;F;URBAN;NORMAL;7,1;19,0;113,0;14,9;110,0;29,0;6,0;4,8
304;MELAKA;F;RURAL;NORMAL;7,1;18,4;119,3;12,9;100,0;32,5;2,0;4,1
305;MELAKA;F;RURAL;NORMAL;7;19,1;117,4;13,9;98,0;28,0;8,0;5,1
306;MELAKA;F;RURAL;NORMAL;7,1;19,0;119,0;13,4;97,0;30,0;4,0;5,0
307;MELAKA;F;URBAN;NORMAL;7,1;22,0;123,4;14,4;102,0;31,0;3,0;5,2
308;MELAKA;F;RURAL;OVERWEIGHT;7;28,0;121,5;19,0;95,0;28,5;8,0;6,1
309;MELAKA;F;RURAL;NORMAL;7,1;19,0;115,0;14,4;102,0;26,0;1,0;4,3
310;MELAKA;F;RURAL;NORMAL;7,1;20,0;118,0;14,4;90,0;29,0;2,0;4,8
311;MELAKA;F;URBAN;NORMAL;7;22,0;119,0;15,5;84,0;37,0;5,0;6,1
312;MELAKA;F;RURAL;NORMAL;7;20,0;120,0;13,9;96,0;28,0;1,0;4,9
313;MELAKA;F;RURAL;NORMAL;7,1;18,0;113,0;14,1;94,0;20,0;5,0;4,9
314;MELAKA;F;RURAL;NORMAL;7;20,0;115,0;15,1;88,0;28,0;1,0;4,5
315;MELAKA;F;RURAL;NORMAL;7,1;21,0;117,0;15,3;99,0;26,0;1,0;5,0
316;MELAKA;F;URBAN;NORMAL;7,1;21,6;117,0;15,8;98,0;21,0;6,0;5,4
317;MELAKA;F;URBAN;NORMAL;7,1;18,8;117,0;13,7;91,0;24,0;5,0;5,3
318;MELAKA;F;RURAL;NORMAL;7,1;22,5;122,0;15,1;90,0;28,5;4,0;6,1
319;MELAKA;F;RURAL;NORMAL;7,1;17,0;107,0;14,8;71,0;26,5;1,0;4,7
320;MELAKA;F;RURAL;NORMAL;7,1;24,0;132,0;13,8;71,0;25,0;2,0;5,0
321;MELAKA;F;URBAN;OVERWEIGHT;7,1;26,3;119,4;18,4;83,0;25,5;3,0;5,5
322;MELAKA;F;URBAN;OVERWEIGHT;7,1;27,0;121,0;18,4;92,0;26,5;1,0;5,8
323;MELAKA;F;RURAL;NORMAL;7;20,0;114,5;15,3;50,0;29,5;2,0;5,6
324;MELAKA;F;RURAL;NORMAL;7;22,0;120,0;15,3;91,0;23,0;1,0;5,3
325;MELAKA;F;RURAL;NORMAL;7;20,0;122,0;13,4;83,0;27,0;1,0;5,9
326;MELAKA;F;RURAL;NORMAL;7;18,0;114,0;13,9;69,0;26,5;1,0;5,6
327;MELAKA;F;RURAL;NORMAL;7,1;24,1;126,0;15,1;64,0;28,0;1,0;6,7
328;MELAKA;F;URBAN;NORMAL;7,1;23,1;124,5;14,9;80,0;22,0;1,0;6,5
329;NEGERI SEMBILAN;F;RURAL;NORMAL;7;22,2;122,0;14,9;124,0;26,0;8,0;4,5
330;NEGERI SEMBILAN;F;URBAN;NORMAL;7,1;19,5;115,0;14,7;108,0;26,0;5,0;3,0
331;NEGERI SEMBILAN;F;URBAN;NORMAL;7,1;20,0;119,0;14,1;117,0;33,0;6,0;5,7
332;NEGERI SEMBILAN;F;URBAN;NORMAL;7;21,5;119,5;15,1;110,0;25,0;5,0;4,5
333;NEGERI SEMBILAN;F;URBAN;NORMAL;7;20,8;115,8;15,5;94,0;33,0;7,0;6,1
334;NEGERI SEMBILAN;F;URBAN;OVERWEIGHT;7,1;26,0;119,0;18,4;95,0;27,0;3,0;4,7
335;NEGERI SEMBILAN;F;URBAN;OVERWEIGHT;7;28,1;120,6;19,3;95,0;32,5;5,0;5,7
336;NEGERI SEMBILAN;F;RURAL;NORMAL;7;18,0;116,0;13,4;105,0;25,0;5,0;5,2
337;NEGERI SEMBILAN;F;URBAN;OBESITY;7;29,1;121,0;19,8;77,0;36,0;3,0;5,2
338;NEGERI SEMBILAN;F;URBAN;NORMAL;7;19,0;111,0;15,4;92,0;28,0;1,0;4,1
339;NEGERI SEMBILAN;F;URBAN;NORMAL;7,1;23,5;120,5;16,2;92,0;34,0;3,0;6,1
340;NEGERI SEMBILAN;F;RURAL;OVERWEIGHT;7;26,8;122,0;18,0;91,0;33,5;1,0;5,5
341;NEGERI SEMBILAN;F;URBAN;NORMAL;7,1;22,0;119,0;15,5;86,0;20,0;6,0;5,0
342;NEGERI SEMBILAN;F;URBAN;OVERWEIGHT;7,1;26,9;122,2;18,0;75,0;31,0;4,0;5,6
343;NEGERI SEMBILAN;F;URBAN;OBESITY;7;30,0;123,0;19,8;83,0;24,5;8,0;5,7
344;NEGERI SEMBILAN;F;URBAN;OVERWEIGHT;7;23,0;112,0;18,3;82,0;30,0;1,0;5,4
345;NEGERI SEMBILAN;F;URBAN;OVERWEIGHT;7,1;27,0;122,2;18,1;97,0;27,0;2,0;6,4
346;NEGERI SEMBILAN;F;URBAN;OBESITY;7,1;22,3;103,0;21,0;73,0;29,0;1,0;5,3
347;NEGERI SEMBILAN;F;RURAL;NORMAL;7,1;19,6;120,0;13,6;65,0;29,0;2,0;5,4
348;NEGERI SEMBILAN;F;URBAN;NORMAL;7;20,0;112,0;15,9;74,0;31,0;3,0;6,3
349;NEGERI SEMBILAN;F;URBAN;NORMAL;7,1;18,0;114,0;13,9;92,0;24,0;5,0;7,0
350;NEGERI SEMBILAN;F;RURAL;OBESITY;7,1;30,3;114,0;23,3;85,0;27,5;3,0;6,3
351;NEGERI SEMBILAN;F;RURAL;NORMAL;7,1;21,0;120,0;14,6;80,0;26,5;4,0;6,1
352;NEGERI SEMBILAN;F;RURAL;NORMAL;7,1;21,0;115,0;15,9;77,0;25,0;4,0;5,7
353;NEGERI SEMBILAN;F;RURAL;OBESITY;7;47,0;126,0;29,6;62,0;29,5;4,0;7,4
354;NEGERI SEMBILAN;F;RURAL;OVERWEIGHT;7;24,0;113,0;18,8;63,0;28,0;4,0;6,0
355;NEGERI SEMBILAN;F;RURAL;OVERWEIGHT;7,1;23,0;112,5;18,2;92,0;24,0;1,0;5,4
356;NEGERI SEMBILAN;F;URBAN;OVERWEIGHT;7;25,0;119,0;17,7;81,0;23,0;1,0;5,0
357;NEGERI SEMBILAN;F;URBAN;NORMAL;7,1;22,0;117,0;16,1;73,0;24,5;1,0;5,1
358;NEGERI SEMBILAN;F;RURAL;NORMAL;7,1;20,9;116,0;15,5;85,0;23,0;4,0;6,0
359;NEGERI SEMBILAN;F;URBAN;OVERWEIGHT;7,1;19,9;101,0;19,5;73,0;27,0;2,0;5,8
360;NEGERI SEMBILAN;F;URBAN;OBESITY;7,1;40,0;127,0;24,8;84,0;26,0;1,0;5,8
361;NEGERI SEMBILAN;F;RURAL;NORMAL;7,1;20,0;116,0;14,9;73,0;25,0;3,0;5,8
362;NEGERI SEMBILAN;F;URBAN;OBESITY;7,1;34,0;128,0;20,8;80,0;18,0;4,0;5,7
363;NEGERI SEMBILAN;F;RURAL;OBESITY;7;32,0;127,0;19,8;91,0;23,0;1,0;6,2
364;NEGERI SEMBILAN;F;URBAN;OBESITY;7,1;23,4;106,0;20,8;80,0;25,0;1,0;6,0
365;NEGERI SEMBILAN;F;URBAN;OVERWEIGHT;7;27,0;123,8;17,6;64,0;23,0;1,0;5,6
366;PAHANG;F;RURAL;NORMAL;7,1;22,5;118,0;16,2;106,0;35,5;7,0;3,2
367;PAHANG;F;RURAL;NORMAL;7,1;26,5;125,0;17,0;100,0;33,0;6,0;3,2
368;PAHANG;F;RURAL;NORMAL;7,1;18,0;110,0;14,9;104,0;32,5;7,0;4,7
369;PAHANG;F;RURAL;NORMAL;7,1;20,0;118,0;14,4;107,0;28,5;10,0;4,8
370;PAHANG;F;URBAN;NORMAL;7;20,0;113,0;15,7;101,0;28,5;8,0;5,0
371;PAHANG;F;URBAN;OVERWEIGHT;7,1;28,0;120,5;19,3;83,0;34,5;6,0;4,8
372;PAHANG;F;URBAN;NORMAL;7,1;20,1;122,1;13,5;105,0;28,0;3,0;4,5
373;PAHANG;F;RURAL;NORMAL;7,1;18,0;113,0;14,1;102,0;31,5;1,0;4,6
374;PAHANG;F;URBAN;THINNESS;7,1;14,5;111,0;11,8;106,0;29,0;2,0;4,8
375;PAHANG;F;URBAN;NORMAL;7,1;20,0;117,0;14,6;100,0;27,0;2,0;3,3
376;PAHANG;F;URBAN;NORMAL;7;19,0;108,5;16,1;94,0;30,0;6,0;5,3
377;PAHANG;F;URBAN;THINNESS;7,1;17,0;119,5;11,9;92,0;26,0;6,0;4,7
378;PAHANG;F;URBAN;OVERWEIGHT;7;29,0;128,0;17,7;88,0;36,0;7,0;5,7
379;PAHANG;F;URBAN;NORMAL;7,1;25,5;122,5;17,0;108,0;28,0;2,0;5,0
380;PAHANG;F;RURAL;NORMAL;7;20,9;118,1;15,0;97,0;34,0;1,0;4,9
381;PAHANG;F;RURAL;NORMAL;7,1;20,0;121,0;13,7;94,0;27,0;2,0;3,7
382;PAHANG;F;URBAN;THINNESS;7,1;16,0;113,5;12,4;115,0;32,0;1,0;5,2
383;PAHANG;F;URBAN;NORMAL;7,1;29,0;131,0;16,9;94,0;22,0;10,0;5,0
384;PAHANG;F;URBAN;NORMAL;7;20,1;116,0;14,9;88,0;30,5;3,0;5,0
385;PAHANG;F;URBAN;NORMAL;7,1;18,0;113,0;14,1;98,0;29,5;2,0;5,1
386;PAHANG;F;URBAN;OBESITY;7;31,0;119,0;21,9;91,0;24,0;7,0;4,9
387;PAHANG;F;URBAN;NORMAL;7,1;20,6;119,0;14,5;107,0;26,5;1,0;4,8
388;PAHANG;F;URBAN;NORMAL;7,1;17,5;114,5;13,3;93,0;27,5;2,0;4,6
389;PAHANG;F;RURAL;NORMAL;7,1;17,0;108,0;14,6;91,0;32,0;1,0;4,9
390;PAHANG;F;URBAN;NORMAL;7;22,0;114,5;16,8;83,0;33,0;2,0;4,9
391;PAHANG;F;URBAN;OVERWEIGHT;7,1;29,0;123,5;19,0;87,0;23,5;7,0;4,6
392;PAHANG;F;URBAN;NORMAL;7,1;16,0;109,0;13,5;88,0;27,5;7,0;5,3
393;PAHANG;F;URBAN;OVERWEIGHT;7;25,5;120,0;17,7;96,0;24,0;7,0;5,3
394;PAHANG;F;URBAN;NORMAL;7,1;19,5;122,0;13,1;76,0;29,5;5,0;5,1
395;PAHANG;F;RURAL;NORMAL;7,1;19,7;112,0;15,7;82,0;22,0;8,0;4,9
396;PAHANG;F;URBAN;THINNESS;7,1;20,2;128,0;12,3;80,0;27,0;4,0;4,8
397;PAHANG;F;URBAN;NORMAL;7;23,0;122,0;15,5;100,0;27,0;5,0;6,0
398;PAHANG;F;URBAN;NORMAL;7,1;18,7;116,0;13,9;103,0;23,5;8,0;7,4
399;PAHANG;F;URBAN;NORMAL;7;18,1;118,0;13,0;118,0;27,5;1,0;5,9
400;PAHANG;F;RURAL;NORMAL;7,1;16,9;112,1;13,5;77,0;12,5;9,0;4,9
401;PAHANG;F;URBAN;THINNESS;7;15,0;110,0;12,4;95,0;19,5;4,0;5,0
402;PAHANG;F;RURAL;OVERWEIGHT;7,1;24,5;112,0;19,5;93,0;27,0;1,0;4,9
403;PAHANG;F;RURAL;THINNESS;7,1;16,0;115,0;12,1;91,0;27,0;6,0;6,2
404;PAHANG;F;URBAN;NORMAL;7;24,0;120,0;16,7;96,0;26,5;1,0;5,2
405;PAHANG;F;URBAN;THINNESS;7;17,0;118,0;12,2;88,0;24,0;1,0;4,6
406;PAHANG;F;URBAN;NORMAL;7;20,0;117,0;14,6;87,0;19,0;10,0;5,6
407;PAHANG;F;URBAN;NORMAL;7;19,0;120,0;13,2;79,0;28,0;2,0;5,2
408;PAHANG;F;RURAL;NORMAL;7;20,0;122,0;13,4;91,0;25,0;1,0;5,1
409;PAHANG;F;URBAN;NORMAL;7,1;17,9;112,0;14,3;84,0;29,5;3,0;6,3
410;PAHANG;F;RURAL;NORMAL;7;16,0;108,0;13,7;81,0;30,0;1,0;5,5
411;PAHANG;F;URBAN;NORMAL;7,1;17,9;118,0;12,9;93,0;23,5;6,0;7,5
412;PAHANG;F;RURAL;NORMAL;7,1;18,0;117,0;13,1;79,0;21,0;3,0;5,0
413;PAHANG;F;URBAN;OVERWEIGHT;7,1;27,0;125,0;17,3;91,0;24,0;2,0;5,5
414;PAHANG;F;RURAL;NORMAL;7,1;19,4;111,2;15,7;81,0;29,0;1,0;5,5
415;PAHANG;F;RURAL;NORMAL;7,1;19,0;112,0;15,1;91,0;28,5;1,0;6,0
416;PAHANG;F;RURAL;NORMAL;7;21,0;116,0;15,6;101,0;24,0;1,0;5,6
417;PAHANG;F;RURAL;NORMAL;7,1;22,0;121,4;14,9;91,0;28,0;1,0;6,1
418;PAHANG;F;URBAN;OBESITY;7;47,0;122,0;31,6;83,0;16,0;1,0;5,0
419;PAHANG;F;RURAL;NORMAL;7,1;19,0;112,0;15,1;88,0;17,5;1,0;5,2
420;PAHANG;F;URBAN;NORMAL;7,1;20,0;119,0;14,1;59,0;23,0;7,0;6,4
421;PAHANG;F;RURAL;NORMAL;7,1;21,5;120,5;14,8;90,0;25,5;1,0;5,7
422;PAHANG;F;URBAN;NORMAL;7;24,7;128,3;15,0;62,0;31,5;1,0;6,1
423;PAHANG;F;URBAN;OBESITY;7;29,0;121,0;19,8;89,0;21,5;3,0;6,6
424;PAHANG;F;URBAN;NORMAL;7;19,0;119,4;13,3;82,0;25,0;1,0;5,5
425;PAHANG;F;URBAN;NORMAL;7,1;17,0;110,0;14,0;82,0;25,0;1,0;5,5
426;PAHANG;F;URBAN;NORMAL;7,1;22,0;129,0;13,2;88,0;23,5;1,0;5,6
427;PAHANG;F;URBAN;NORMAL;7,1;21,0;115,0;15,9;77,0;25,5;1,0;5,5
428;PAHANG;F;RURAL;NORMAL;7,1;19,0;120,5;13,1;74,0;17,0;1,0;5,0
429;PAHANG;F;RURAL;NORMAL;7,1;19,1;113,5;14,8;82,0;24,0;1,0;6,8
430;PAHANG;F;URBAN;NORMAL;7;22,6;118,5;16,1;68,0;12,0;2,0;5,8
431;PAHANG;F;RURAL;NORMAL;7,1;17,0;110,0;14,0;70,0;19,0;1,0;5,8
432;PAHANG;F;RURAL;NORMAL;7,1;19,0;111,0;15,4;60,0;18,0;1,0;5,9
433;PERAK;F;RURAL;THINNESS;7;19,0;123,0;12,6;100,0;33,0;8,0;4,6
434;PERAK;F;RURAL;NORMAL;7,1;18,3;114,5;14,0;101,0;27,5;9,0;4,4
435;PERAK;F;URBAN;NORMAL;7,1;20,0;112,0;15,9;120,0;26,0;10,0;5,0
436;PERAK;F;RURAL;NORMAL;7;22,1;120,5;15,2;121,0;22,0;10,0;4,2
437;PERAK;F;URBAN;NORMAL;7,1;24,0;126,0;15,1;112,0;30,0;3,0;4,7
438;PERAK;F;RURAL;NORMAL;7;20,0;118,0;14,4;95,0;28,0;8,0;4,9
439;PERAK;F;URBAN;OBESITY;7;36,0;126,0;22,7;105,0;28,0;5,0;4,9
440;PERAK;F;RURAL;NORMAL;7;18,0;118,0;12,9;108,0;33,0;1,0;4,8
441;PERAK;F;RURAL;NORMAL;7;21,0;121,0;14,3;100,0;30,5;8,0;5,5
442;PERAK;F;URBAN;OVERWEIGHT;7;25,0;116,0;18,6;113,0;27,0;10,0;5,5
443;PERAK;F;URBAN;NORMAL;7;24,0;121,0;16,4;104,0;29,5;1,0;4,2
444;PERAK;F;URBAN;NORMAL;7,1;24,0;126,0;15,1;96,0;30,0;6,0;5,2
445;PERAK;F;URBAN;NORMAL;7,1;16,0;108,0;13,7;103,0;26,0;2,0;3,5
446;PERAK;F;RURAL;NORMAL;7;17,0;112,0;13,6;94,0;26,0;6,0;4,8
447;PERAK;F;URBAN;NORMAL;7;17,0;110,0;14,0;72,0;32,0;4,0;4,3
448;PERAK;F;URBAN;NORMAL;7,1;18,9;116,0;14,0;95,0;26,5;4,0;4,7
449;PERAK;F;RURAL;NORMAL;7,1;22,0;116,0;16,3;101,0;27,0;2,0;4,7
450;PERAK;F;RURAL;NORMAL;7;16,9;112,2;13,4;114,0;27,0;1,0;4,9
451;PERAK;F;RURAL;NORMAL;7,1;17,9;116,0;13,3;106,0;30,0;3,0;5,5
452;PERAK;F;URBAN;NORMAL;7;21,0;118,0;15,1;118,0;26,0;5,0;5,6
453;PERAK;F;RURAL;NORMAL;7,1;21,0;120,5;14,5;96,0;28,0;3,0;5,1
454;PERAK;F;RURAL;NORMAL;7,1;17,0;114,0;13,1;100,0;22,0;4,0;4,7
455;PERAK;F;RURAL;OBESITY;7;40,0;127,0;24,8;82,0;32,0;6,0;5,5
456;PERAK;F;RURAL;NORMAL;7;19,0;113,0;14,9;113,0;33,0;2,0;6,1
457;PERAK;F;RURAL;NORMAL;7,1;20,0;115,0;15,1;93,0;28,0;4,0;5,2
458;PERAK;F;RURAL;NORMAL;7,1;19,5;113,5;15,1;111,0;28,0;2,0;5,5
459;PERAK;F;URBAN;NORMAL;7,1;22,0;119,0;15,5;107,0;32,0;1,0;5,5
460;PERAK;F;RURAL;OVERWEIGHT;7;24,5;114,0;18,9;81,0;28,0;2,0;4,6
461;PERAK;F;RURAL;THINNESS;7,1;15,0;111,0;12,2;89,0;24,0;5,0;5,0
462;PERAK;F;URBAN;SEVERE THINNESS;7,1;15,0;114,0;11,5;91,0;23,5;5,0;5,2
463;PERAK;F;RURAL;NORMAL;7,1;25,2;123,5;16,5;85,0;26,5;8,0;5,8
464;PERAK;F;RURAL;OBESITY;7;37,0;133,0;20,9;89,0;28,0;1,0;5,0
465;PERAK;F;URBAN;NORMAL;7,1;20,0;117,0;14,6;91,0;26,0;5,0;5,7
466;PERAK;F;RURAL;NORMAL;7,1;17,5;110,1;14,4;75,0;32,0;2,0;5,2
467;PERAK;F;URBAN;NORMAL;7,1;24,0;128,0;14,6;96,0;29,0;2,0;5,9
468;PERAK;F;RURAL;NORMAL;7,1;22,1;124,0;14,4;93,0;26,0;1,0;4,9
469;PERAK;F;RURAL;NORMAL;7,1;22,0;124,0;14,3;107,0;21,0;5,0;5,8
470;PERAK;F;RURAL;NORMAL;7;21,5;124,5;13,9;112,0;19,0;3,0;5,4
471;PERAK;F;URBAN;NORMAL;7,1;18,0;117,0;13,1;104,0;22,0;6,0;6,2
472;PERAK;F;URBAN;THINNESS;7;18,0;121,0;12,3;65,0;28,0;3,0;5,0
473;PERAK;F;URBAN;SEVERE THINNESS;7,1;17,0;122,0;11,4;85,0;13,0;6,0;5,0
474;PERAK;F;RURAL;NORMAL;7;20,5;117,0;15,0;104,0;26,5;1,0;5,7
475;PERAK;F;RURAL;NORMAL;7,1;20,0;121,0;13,7;85,0;29,0;2,0;5,5
476;PERAK;F;RURAL;OBESITY;7,1;35,9;118,8;25,4;85,0;35,0;2,0;6,3
477;PERAK;F;RURAL;NORMAL;7,1;18,0;113,0;14,1;82,0;27,0;7,0;6,4
478;PERAK;F;RURAL;NORMAL;7,1;20,0;114,0;15,4;79,0;28,5;3,0;5,5
479;PERAK;F;URBAN;OBESITY;7,1;35,0;128,0;21,4;78,0;26,0;7,0;6,0
480;PERAK;F;URBAN;NORMAL;7,1;18,5;120,0;12,8;94,0;27,5;1,0;5,7
481;PERAK;F;RURAL;NORMAL;7,1;20,0;125,0;12,8;87,0;29,0;1,0;5,4
482;PERAK;F;URBAN;NORMAL;7;18,5;115,0;14,0;94,0;22,0;6,0;6,3
483;PERAK;F;URBAN;NORMAL;7;22,0;117,0;16,1;70,0;30,0;3,0;5,8
484;PERAK;F;URBAN;NORMAL;7;19,0;116,0;14,1;103,0;28,0;1,0;6,5
485;PERAK;F;RURAL;OBESITY;7,1;30,4;116,0;22,6;83,0;21,5;6,0;5,6
486;PERAK;F;URBAN;NORMAL;7;20,0;121,0;13,7;74,0;17,5;9,0;5,5
487;PERAK;F;URBAN;NORMAL;7;25,0;125,0;16,0;60,0;26,0;7,0;5,9
488;PERAK;F;RURAL;NORMAL;7;15,9;106,5;14,0;76,0;25,0;4,0;5,6
489;PERAK;F;RURAL;NORMAL;7;19,0;121,0;13,0;66,0;28,0;5,0;6,4
490;PERAK;F;URBAN;NORMAL;7,1;21,0;117,0;15,3;97,0;17,5;1,0;5,2
491;PERAK;F;URBAN;NORMAL;7,1;20,0;119,0;14,1;68,0;20,0;10,0;6,1
492;PERAK;F;RURAL;NORMAL;7,1;25,0;122,0;16,8;78,0;24,0;1,0;5,3
493;PERAK;F;URBAN;NORMAL;7;20,2;111,5;16,2;78,0;23,0;5,0;6,2
494;PERAK;F;RURAL;OVERWEIGHT;7,1;25,0;117,0;18,3;96,0;19,0;1,0;5,7
495;PERAK;F;URBAN;SEVERE THINNESS;7;16,0;120,0;11,1;86,0;20,0;1,0;5,4
496;PERAK;F;RURAL;NORMAL;7;22,0;117,0;16,1;71,0;27,0;1,0;5,4
497;PERAK;F;RURAL;NORMAL;7,1;19,0;112,0;15,1;75,0;21,5;5,0;6,0
498;PERAK;F;RURAL;NORMAL;7,1;22,8;120,0;15,8;57,0;21,5;2,0;5,2
499;PERAK;F;URBAN;NORMAL;7;26,0;123,0;17,2;74,0;22,0;2,0;5,6
500;PERAK;F;RURAL;NORMAL;7;24,0;122,5;16,0;75,0;25,5;1,0;5,6
501;PERAK;F;RURAL;NORMAL;7,1;22,3;120,0;15,5;79,0;23,0;1,0;5,8
502;PERAK;F;URBAN;THINNESS;7,1;16,0;112,5;12,6;77,0;28,0;1,0;7,3
503;PERAK;F;URBAN;NORMAL;7,1;20,0;116,0;14,9;80,0;12,0;2,0;6,2
504;PERAK;F;URBAN;NORMAL;7;20,0;122,5;13,3;83,0;13,5;1,0;6,1
505;PERLIS;F;RURAL;NORMAL;7,1;19,8;114,0;15,2;101,0;28,5;5,0;5,4
506;PERLIS;F;RURAL;NORMAL;7;21,7;118,0;15,6;89,0;29,0;5,0;5,2
507;PERLIS;F;RURAL;NORMAL;7;16,9;106,0;15,0;78,0;27,5;4,0;5,1
508;PERLIS;F;RURAL;NORMAL;7,1;16,7;112,0;13,3;83,0;22,0;4,0;5,0
509;PERLIS;F;URBAN;OVERWEIGHT;7,1;24,5;119,0;17,3;78,0;29,0;2,0;5,5
510;PERLIS;F;RURAL;NORMAL;7;18,5;115,0;14,0;83,0;24,5;4,0;6,6
511;PERLIS;F;RURAL;NORMAL;7,1;16,4;108,0;14,1;75,0;25,0;1,0;6,1
512;PERLIS;F;RURAL;NORMAL;7;16,2;108,4;13,8;75,0;20,5;1,0;5,8
513;PULAU PINANG;F;URBAN;OBESITY;7,1;31,0;120,0;21,5;102,0;30,0;6,0;4,4
514;PULAU PINANG;F;URBAN;NORMAL;7,1;24,5;123,0;16,2;93,0;37,5;5,0;4,9
515;PULAU PINANG;F;URBAN;NORMAL;7,1;18,0;118,5;12,8;104,0;29,0;6,0;4,8
516;PULAU PINANG;F;URBAN;SEVERE THINNESS;7,1;17,0;121,0;11,6;106,0;32,0;8,0;5,5
517;PULAU PINANG;F;RURAL;OBESITY;7,1;32,0;125,5;20,3;99,0;37,5;5,0;5,5
