Id,State,Gender,Residential,Age_years,Weight_kg,Height_cm,BMI_kg_m2,BMI_cat,BroadJump_cm,Speed20m_s,SitReach_cm,HandWallToss_no
317,Melaka,F,Urban,7.1,18.8,117.0,13.7,Normal,91,5.3,24,5
318,Melaka,F,Rural,7.1,22.5,122.0,15.1,Normal,90,6.1,29,4
319,Melaka,F,Rural,7.1,17.0,107.0,14.8,Normal,71,4.7,27,1
320,Melaka,F,Rural,7.1,24.0,132.0,13.8,Normal,71,5.0,25,2
321,Melaka,F,Urban,7.1,26.3,119.4,18.4,Overweight,83,5.5,26,3
322,Melaka,F,Urban,7.1,27.0,121.0,18.4,Overweight,92,5.8,27,1
323,Melaka,F,Rural,7.0,20.0,114.5,15.3,Normal,50,5.6,30,2
324,Melaka,F,Rural,7.0,22.0,120.0,15.3,Normal,91,5.3,23,1
325,Melaka,F,Rural,7.0,20.0,122.0,13.4,Normal,83,5.9,27,1
326,Melaka,F,Rural,7.0,18.0,114.0,13.9,Normal,69,5.6,27,1
327,Melaka,F,Rural,7.1,24.1,126.0,15.1,Normal,64,6.7,28,1
328,Melaka,F,Urban,7.1,23.1,124.5,14.9,Normal,80,6.5,22,1
329,Negeri Sembilan,F,Rural,7.0,22.2,122.0,14.9,Normal,124,4.5,26,8
330,Negeri Sembilan,F,Urban,7.1,19.5,115.0,14.7,Normal,108,3.0,26,5
331,Negeri Sembilan,F,Urban,7.1,20.0,119.0,14.1,Normal,117,5.7,33,6
332,Negeri Sembilan,F,Urban,7.0,21.5,119.5,15.1,Normal,110,4.5,25,5
333,Negeri Sembilan,F,Urban,7.0,20.8,115.8,15.5,Normal,94,6.1,33,7
334,Negeri Sembilan,F,Urban,7.1,26.0,119.0,18.4,Overweight,95,4.7,27,3
335,Negeri Sembilan,F,Urban,7.0,28.1,120.6,19.3,Overweight,95,5.7,33,5
336,Negeri Sembilan,F,Rural,7.0,18.0,116.0,13.4,Normal,105,5.2,25,5
337,Negeri Sembilan,F,Urban,7.0,29.1,121.0,19.8,Obesity,77,5.2,36,3
338,Negeri Sembilan,F,Urban,7.0,19.0,111.0,15.4,Normal,92,4.1,28,1
339,Negeri Sembilan,F,Urban,7.1,23.5,120.5,16.2,Normal,92,6.1,34,3
340,Negeri Sembilan,F,Rural,7.0,26.8,122.0,18.0,Overweight,91,5.5,34,1
341,Negeri Sembilan,F,Urban,7.1,22.0,119.0,15.5,Normal,86,5.0,20,6
342,Negeri Sembilan,F,Urban,7.1,26.9,122.2,18.0,Overweight,75,5.6,31,4
343,Negeri Sembilan,F,Urban,7.0,30.0,123.0,19.8,Obesity,83,5.7,25,8
344,Negeri Sembilan,F,Urban,7.0,23.0,112.0,18.3,Overweight,82,5.4,30,1
345,Negeri Sembilan,F,Urban,7.1,27.0,122.2,18.1,Overweight,97,6.4,27,2
346,Negeri Sembilan,F,Urban,7.1,22.3,103.0,21.0,Obesity,73,5.3,29,1
347,Negeri Sembilan,F,Rural,7.1,19.6,120.0,13.6,Normal,65,5.4,29,2
348,Negeri Sembilan,F,Urban,7.0,20.0,112.0,15.9,Normal,74,6.3,31,3
349,Negeri Sembilan,F,Urban,7.1,18.0,114.0,13.9,Normal,92,7.0,24,5
350,Negeri Sembilan,F,Rural,7.1,30.3,114.0,23.3,Obesity,85,6.3,28,3
351,Negeri Sembilan,F,Rural,7.1,21.0,120.0,14.6,Normal,80,6.1,27,4
352,Negeri Sembilan,F,Rural,7.1,21.0,115.0,15.9,Normal,77,5.7,25,4
353,Negeri Sembilan,F,Rural,7.0,47.0,126.0,29.6,Obesity,62,7.4,30,4
354,Negeri Sembilan,F,Rural,7.0,24.0,113.0,18.8,Overweight,63,6.0,28,4
355,Negeri Sembilan,F,Rural,7.1,23.0,112.5,18.2,Overweight,92,5.4,24,1
356,Negeri Sembilan,F,Urban,7.0,25.0,119.0,17.7,Overweight,81,5.0,23,1
357,Negeri Sembilan,F,Urban,7.1,22.0,117.0,16.1,Normal,73,5.1,25,1
358,Negeri Sembilan,F,Rural,7.1,20.9,116.0,15.5,Normal,85,6.0,23,4
359,Negeri Sembilan,F,Urban,7.1,19.9,101.0,19.5,Overweight,73,5.8,27,2
360,Negeri Sembilan,F,Urban,7.1,40.0,127.0,24.8,Obesity,84,5.8,26,1
361,Negeri Sembilan,F,Rural,7.1,20.0,116.0,14.9,Normal,73,5.8,25,3
362,Negeri Sembilan,F,Urban,7.1,34.0,128.0,20.8,Obesity,80,5.7,18,4
363,Negeri Sembilan,F,Rural,7.0,32.0,127.0,19.8,Obesity,91,6.2,23,1
364,Negeri Sembilan,F,Urban,7.1,23.4,106.0,20.8,Obesity,80,6.0,25,1
365,Negeri Sembilan,F,Urban,7.0,27.0,123.8,17.6,Overweight,64,5.6,23,1
366,Pahang,F,Rural,7.1,22.5,118.0,16.2,Normal,106,3.2,36,7
367,Pahang,F,Rural,7.1,26.5,125.0,17.0,Normal,100,3.2,33,6
368,Pahang,F,Rural,7.1,18.0,110.0,14.9,Normal,104,4.7,33,7
369,Pahang,F,Rural,7.1,20.0,118.0,14.4,Normal,107,4.8,29,10
370,Pahang,F,Urban,7.0,20.0,113.0,15.7,Normal,101,5.0,29,8
371,Pahang,F,Urban,7.1,28.0,120.5,19.3,Overweight,83,4.8,35,6
372,Pahang,F,Urban,7.1,20.1,122.1,13.5,Normal,105,4.5,28,3
373,Pahang,F,Rural,7.1,18.0,113.0,14.1,Normal,102,4.6,32,1
374,Pahang,F,Urban,7.1,14.5,111.0,11.8,Thinness,106,4.8,29,2
375,Pahang,F,Urban,7.1,20.0,117.0,14.6,Normal,100,3.3,27,2
376,Pahang,F,Urban,7.0,19.0,108.5,16.1,Normal,94,5.3,30,6
377,Pahang,F,Urban,7.1,17.0,119.5,11.9,Thinness,92,4.7,26,6
378,Pahang,F,Urban,7.0,29.0,128.0,17.7,Overweight,88,5.7,36,7
379,Pahang,F,Urban,7.1,25.5,122.5,17.0,Normal,108,5.0,28,2
380,Pahang,F,Rural,7.0,20.9,118.1,15.0,Normal,97,4.9,34,1
381,Pahang,F,Rural,7.1,20.0,121.0,13.7,Normal,94,3.7,27,2
382,Pahang,F,Urban,7.1,16.0,113.5,12.4,Thinness,115,5.2,32,1
383,Pahang,F,Urban,7.1,29.0,131.0,16.9,Normal,94,5.0,22,10
384,Pahang,F,Urban,7.0,20.1,116.0,14.9,Normal,88,5.0,31,3
385,Pahang,F,Urban,7.1,18.0,113.0,14.1,Normal,98,5.1,30,2
386,Pahang,F,Urban,7.0,31.0,119.0,21.9,Obesity,91,4.9,24,7
387,Pahang,F,Urban,7.1,20.6,119.0,14.5,Normal,107,4.8,27,1
388,Pahang,F,Urban,7.1,17.5,114.5,13.3,Normal,93,4.6,28,2
389,Pahang,F,Rural,7.1,17.0,108.0,14.6,Normal,91,4.9,32,1
390,Pahang,F,Urban,7.0,22.0,114.5,16.8,Normal,83,4.9,33,2
391,Pahang,F,Urban,7.1,29.0,123.5,19.0,Overweight,87,4.6,24,7
392,Pahang,F,Urban,7.1,16.0,109.0,13.5,Normal,88,5.3,28,7
393,Pahang,F,Urban,7.0,25.5,120.0,17.7,Overweight,96,5.3,24,7
394,Pahang,F,Urban,7.1,19.5,122.0,13.1,Normal,76,5.1,30,5
395,Pahang,F,Rural,7.1,19.7,112.0,15.7,Normal,82,4.9,22,8
396,Pahang,F,Urban,7.1,20.2,128.0,12.3,Thinness,80,4.8,27,4
397,Pahang,F,Urban,7.0,23.0,122.0,15.5,Normal,100,6.0,27,5
398,Pahang,F,Urban,7.1,18.7,116.0,13.9,Normal,103,7.4,24,8
399,Pahang,F,Urban,7.0,18.1,118.0,13.0,Normal,118,5.9,28,1
400,Pahang,F,Rural,7.1,16.9,112.1,13.5,Normal,77,4.9,13,9
401,Pahang,F,Urban,7.0,15.0,110.0,12.4,Thinness,95,5.0,20,4
402,Pahang,F,Rural,7.1,24.5,112.0,19.5,Overweight,93,4.9,27,1
403,Pahang,F,Rural,7.1,16.0,115.0,12.1,Thinness,91,6.2,27,6
404,Pahang,F,Urban,7.0,24.0,120.0,16.7,Normal,96,5.2,27,1
405,Pahang,F,Urban,7.0,17.0,118.0,12.2,Thinness,88,4.6,24,1
406,Pahang,F,Urban,7.0,20.0,117.0,14.6,Normal,87,5.6,19,10
407,Pahang,F,Urban,7.0,19.0,120.0,13.2,Normal,79,5.2,28,2
408,Pahang,F,Rural,7.0,20.0,122.0,13.4,Normal,91,5.1,25,1
409,Pahang,F,Urban,7.1,17.9,112.0,14.3,Normal,84,6.3,30,3
410,Pahang,F,Rural,7.0,16.0,108.0,13.7,Normal,81,5.5,30,1
411,Pahang,F,Urban,7.1,17.9,118.0,12.9,Normal,93,7.5,24,6
412,Pahang,F,Rural,7.1,18.0,117.0,13.1,Normal,79,5.0,21,3
413,Pahang,F,Urban,7.1,27.0,125.0,17.3,Overweight,91,5.5,24,2
414,Pahang,F,Rural,7.1,19.4,111.2,15.7,Normal,81,5.5,29,1
415,Pahang,F,Rural,7.1,19.0,112.0,15.1,Normal,91,6.0,29,1
416,Pahang,F,Rural,7.0,21.0,116.0,15.6,Normal,101,5.6,24,1
417,Pahang,F,Rural,7.1,22.0,121.4,14.9,Normal,91,6.1,28,1
418,Pahang,F,Urban,7.0,47.0,122.0,31.6,Obesity,83,5.0,16,1
419,Pahang,F,Rural,7.1,19.0,112.0,15.1,Normal,88,5.2,18,1
420,Pahang,F,Urban,7.1,20.0,119.0,14.1,Normal,59,6.4,23,7
421,Pahang,F,Rural,7.1,21.5,120.5,14.8,Normal,90,5.7,26,1
422,Pahang,F,Urban,7.0,24.7,128.3,15.0,Normal,62,6.1,32,1
423,Pahang,F,Urban,7.0,29.0,121.0,19.8,Obesity,89,6.6,22,3
424,Pahang,F,Urban,7.0,19.0,119.4,13.3,Normal,82,5.5,25,1
425,Pahang,F,Urban,7.1,17.0,110.0,14.0,Normal,82,5.5,25,1
426,Pahang,F,Urban,7.1,22.0,129.0,13.2,Normal,88,5.6,24,1
427,Pahang,F,Urban,7.1,21.0,115.0,15.9,Normal,77,5.5,26,1
428,Pahang,F,Rural,7.1,19.0,120.5,13.1,Normal,74,5.0,17,1
429,Pahang,F,Rural,7.1,19.1,113.5,14.8,Normal,82,6.8,24,1
430,Pahang,F,Urban,7.0,22.6,118.5,16.1,Normal,68,5.8,12,2
431,Pahang,F,Rural,7.1,17.0,110.0,14.0,Normal,70,5.8,19,1
432,Pahang,F,Rural,7.1,19.0,111.0,15.4,Normal,60,5.9,18,1
433,Perak,F,Rural,7.0,19.0,123.0,12.6,Thinness,100,4.6,33,8
434,Perak,F,Rural,7.1,18.3,114.5,14.0,Normal,101,4.4,28,9
435,Perak,F,Urban,7.1,20.0,112.0,15.9,Normal,120,5.0,26,10
436,Perak,F,Rural,7.0,22.1,120.5,15.2,Normal,121,4.2,22,10
437,Perak,F,Urban,7.1,24.0,126.0,15.1,Normal,112,4.7,30,3
438,Perak,F,Rural,7.0,20.0,118.0,14.4,Normal,95,4.9,28,8
439,Perak,F,Urban,7.0,36.0,126.0,22.7,Obesity,105,4.9,28,5
440,Perak,F,Rural,7.0,18.0,118.0,12.9,Normal,108,4.8,33,1
441,Perak,F,Rural,7.0,21.0,121.0,14.3,Normal,100,5.5,31,8
442,Perak,F,Urban,7.0,25.0,116.0,18.6,Overweight,113,5.5,27,10
443,Perak,F,Urban,7.0,24.0,121.0,16.4,Normal,104,4.2,30,1
444,Perak,F,Urban,7.1,24.0,126.0,15.1,Normal,96,5.2,30,6
445,Perak,F,Urban,7.1,16.0,108.0,13.7,Normal,103,3.5,26,2
446,Perak,F,Rural,7.0,17.0,112.0,13.6,Normal,94,4.8,26,6
447,Perak,F,Urban,7.0,17.0,110.0,14.0,Normal,72,4.3,32,4
448,Perak,F,Urban,7.1,18.9,116.0,14.0,Normal,95,4.7,27,4
449,Perak,F,Rural,7.1,22.0,116.0,16.3,Normal,101,4.7,27,2
450,Perak,F,Rural,7.0,16.9,112.2,13.4,Normal,114,4.9,27,1
451,Perak,F,Rural,7.1,17.9,116.0,13.3,Normal,106,5.5,30,3
452,Perak,F,Urban,7.0,21.0,118.0,15.1,Normal,118,5.6,26,5
453,Perak,F,Rural,7.1,21.0,120.5,14.5,Normal,96,5.1,28,3
454,Perak,F,Rural,7.1,17.0,114.0,13.1,Normal,100,4.7,22,4
455,Perak,F,Rural,7.0,40.0,127.0,24.8,Obesity,82,5.5,32,6
456,Perak,F,Rural,7.0,19.0,113.0,14.9,Normal,113,6.1,33,2
457,Perak,F,Rural,7.1,20.0,115.0,15.1,Normal,93,5.2,28,4
458,Perak,F,Rural,7.1,19.5,113.5,15.1,Normal,111,5.5,28,2
459,Perak,F,Urban,7.1,22.0,119.0,15.5,Normal,107,5.5,32,1
460,Perak,F,Rural,7.0,24.5,114.0,18.9,Overweight,81,4.6,28,2
461,Perak,F,Rural,7.1,15.0,111.0,12.2,Thinness,89,5.0,24,5
462,Perak,F,Urban,7.1,15.0,114.0,11.5,Severe thinness,91,5.2,24,5
463,Perak,F,Rural,7.1,25.2,123.5,16.5,Normal,85,5.8,27,8
464,Perak,F,Rural,7.0,37.0,133.0,20.9,Obesity,89,5.0,28,1
465,Perak,F,Urban,7.1,20.0,117.0,14.6,Normal,91,5.7,26,5
466,Perak,F,Rural,7.1,17.5,110.1,14.4,Normal,75,5.2,32,2
467,Perak,F,Urban,7.1,24.0,128.0,14.6,Normal,96,5.9,29,2
468,Perak,F,Rural,7.1,22.1,124.0,14.4,Normal,93,4.9,26,1
469,Perak,F,Rural,7.1,22.0,124.0,14.3,Normal,107,5.8,21,5
470,Perak,F,Rural,7.0,21.5,124.5,13.9,Normal,112,5.4,19,3
471,Perak,F,Urban,7.1,18.0,117.0,13.1,Normal,104,6.2,22,6
472,Perak,F,Urban,7.0,18.0,121.0,12.3,Thinness,65,5.0,28,3
473,Perak,F,Urban,7.1,17.0,122.0,11.4,Severe thinness,85,5.0,13,6
474,Perak,F,Rural,7.0,20.5,117.0,15.0,Normal,104,5.7,27,1
475,Perak,F,Rural,7.1,20.0,121.0,13.7,Normal,85,5.5,29,2
476,Perak,F,Rural,7.1,35.9,118.8,25.4,Obesity,85,6.3,35,2
477,Perak,F,Rural,7.1,18.0,113.0,14.1,Normal,82,6.4,27,7
478,Perak,F,Rural,7.1,20.0,114.0,15.4,Normal,79,5.5,29,3
479,Perak,F,Urban,7.1,35.0,128.0,21.4,Obesity,78,6.0,26,7
480,Perak,F,Urban,7.1,18.5,120.0,12.8,Normal,94,5.7,28,1
481,Perak,F,Rural,7.1,20.0,125.0,12.8,Normal,87,5.4,29,1
482,Perak,F,Urban,7.0,18.5,115.0,14.0,Normal,94,6.3,22,6
483,Perak,F,Urban,7.0,22.0,117.0,16.1,Normal,70,5.8,30,3
484,Perak,F,Urban,7.0,19.0,116.0,14.1,Normal,103,6.5,28,1
485,Perak,F,Rural,7.1,30.4,116.0,22.6,Obesity,83,5.6,22,6
486,Perak,F,Urban,7.0,20.0,121.0,13.7,Normal,74,5.5,18,9
487,Perak,F,Urban,7.0,25.0,125.0,16.0,Normal,60,5.9,26,7
488,Perak,F,Rural,7.0,15.9,106.5,14.0,Normal,76,5.6,25,4
489,Perak,F,Rural,7.0,19.0,121.0,13.0,Normal,66,6.4,28,5
490,Perak,F,Urban,7.1,21.0,117.0,15.3,Normal,97,5.2,18,1
491,Perak,F,Urban,7.1,20.0,119.0,14.1,Normal,68,6.1,20,10
492,Perak,F,Rural,7.1,25.0,122.0,16.8,Normal,78,5.3,24,1
493,Perak,F,Urban,7.0,20.2,111.5,16.2,Normal,78,6.2,23,5
494,Perak,F,Rural,7.1,25.0,117.0,18.3,Overweight,96,5.7,19,1
495,Perak,F,Urban,7.0,16.0,120.0,11.1,Severe thinness,86,5.4,20,1
496,Perak,F,Rural,7.0,22.0,117.0,16.1,Normal,71,5.4,27,1
497,Perak,F,Rural,7.1,19.0,112.0,15.1,Normal,75,6.0,22,5
498,Perak,F,Rural,7.1,22.8,120.0,15.8,Normal,57,5.2,22,2
499,Perak,F,Urban,7.0,26.0,123.0,17.2,Normal,74,5.6,22,2
500,Perak,F,Rural,7.0,24.0,122.5,16.0,Normal,75,5.6,26,1
501,Perak,F,Rural,7.1,22.3,120.0,15.5,Normal,79,5.8,23,1
502,Perak,F,Urban,7.1,16.0,112.5,12.6,Thinness,77,7.3,28,1
503,Perak,F,Urban,7.1,20.0,116.0,14.9,Normal,80,6.2,12,2
504,Perak,F,Urban,7.0,20.0,122.5,13.3,Normal,83,6.1,14,1
505,Perlis,F,Rural,7.1,19.8,114.0,15.2,Normal,101,5.4,29,5
506,Perlis,F,Rural,7.0,21.7,118.0,15.6,Normal,89,5.2,29,5
507,Perlis,F,Rural,7.0,16.9,106.0,15.0,Normal,78,5.1,28,4
508,Perlis,F,Rural,7.1,16.7,112.0,13.3,Normal,83,5.0,22,4
509,Perlis,F,Urban,7.1,24.5,119.0,17.3,Overweight,78,5.5,29,2
510,Perlis,F,Rural,7.0,18.5,115.0,14.0,Normal,83,6.6,25,4
511,Perlis,F,Rural,7.1,16.4,108.0,14.1,Normal,75,6.1,25,1
512,Perlis,F,Rural,7.0,16.2,108.4,13.8,Normal,75,5.8,21,1
513,Pulau Pinang,F,Urban,7.1,31.0,120.0,21.5,Obesity,102,4.4,30,6
514,Pulau Pinang,F,Urban,7.1,24.5,123.0,16.2,Normal,93,4.9,38,5
515,Pulau Pinang,F,Urban,7.1,18.0,118.5,12.8,Normal,104,4.8,29,6
516,Pulau Pinang,F,Urban,7.1,17.0,121.0,11.6,Severe thinness,106,5.5,32,8
517,Pulau Pinang,F,Rural,7.1,32.0,125.5,20.3,Obesity,99,5.5,38,5
518,Pulau Pinang,F,Rural,7.1,28.0,126.0,17.6,Overweight,104,5.2,27,8
519,Pulau Pinang,F,Urban,7.0,19.0,111.5,15.3,Normal,80,4.6,38,3
520,Pulau Pinang,F,Urban,7.0,17.0,112.0,13.6,Normal,89,4.3,32,2
521,Pulau Pinang,F,Urban,7.1,23.0,126.0,14.5,Normal,101,4.7,29,1
522,Pulau Pinang,F,Urban,7.0,23.0,120.0,16.0,Normal,96,4.9,37,1
523,Pulau Pinang,F,Urban,7.0,23.0,113.0,18.0,Overweight,92,4.1,33,1
524,Pulau Pinang,F,Rural,7.1,19.0,118.0,13.6,Normal,96,4.8,32,1
525,Pulau Pinang,F,Rural,7.0,26.0,122.0,17.5,Overweight,91,4.9,31,1
526,Pulau Pinang,F,Rural,7.0,35.0,135.0,19.2,Overweight,89,6.1,34,7
527,Pulau Pinang,F,Rural,7.1,36.0,124.0,23.4,Obesity,74,5.2,31,8
528,Pulau Pinang,F,Urban,7.1,21.0,120.5,14.5,Normal,96,5.0,30,1
529,Pulau Pinang,F,Urban,7.0,23.1,125.9,14.6,Normal,89,5.0,33,1
530,Pulau Pinang,F,Urban,7.1,19.0,118.0,13.6,Normal,73,5.1,33,4
531,Pulau Pinang,F,Rural,7.0,18.0,117.0,13.1,Normal,88,5.3,30,3
532,Pulau Pinang,F,Urban,7.1,17.6,120.8,12.1,Thinness,97,5.4,26,5
533,Pulau Pinang,F,Urban,7.1,17.0,114.0,13.1,Normal,102,4.9,28,1
534,Pulau Pinang,F,Rural,7.0,19.1,112.0,15.2,Normal,98,5.0,27,1
535,Pulau Pinang,F,Rural,7.0,22.0,125.0,14.1,Normal,70,4.9,27,6
536,Pulau Pinang,F,Urban,7.1,18.0,111.0,14.6,Normal,92,5.2,23,4
537,Pulau Pinang,F,Urban,7.0,18.0,110.0,14.9,Normal,77,5.5,29,5
538,Pulau Pinang,F,Rural,7.1,21.0,125.0,13.4,Normal,76,5.3,29,3
539,Pulau Pinang,F,Urban,7.1,22.0,116.5,16.2,Normal,100,6.4,28,3
540,Pulau Pinang,F,Urban,7.1,20.0,111.0,16.2,Normal,77,4.9,20,7
541,Pulau Pinang,F,Urban,7.1,16.5,111.0,13.4,Normal,86,4.9,28,1
542,Pulau Pinang,F,Rural,7.1,18.0,114.0,13.9,Normal,105,5.4,18,3
543,Pulau Pinang,F,Rural,7.1,20.5,123.0,13.6,Normal,80,6.1,29,6
544,Pulau Pinang,F,Rural,7.1,21.0,123.0,13.9,Normal,87,5.1,24,2
545,Pulau Pinang,F,Rural,7.1,19.0,119.0,13.4,Normal,96,5.3,25,1
546,Pulau Pinang,F,Urban,7.0,21.5,122.5,14.3,Normal,91,5.1,27,1
547,Pulau Pinang,F,Rural,7.1,19.0,122.5,12.7,Normal,90,5.9,31,1
548,Pulau Pinang,F,Urban,7.0,19.0,117.0,13.9,Normal,93,5.6,18,6
549,Pulau Pinang,F,Rural,7.0,24.0,124.0,15.6,Normal,84,5.8,22,9
550,Pulau Pinang,F,Urban,7.1,22.0,118.5,15.7,Normal,96,5.1,24,1
551,Pulau Pinang,F,Rural,7.0,21.0,121.5,14.2,Normal,88,5.2,28,1
552,Pulau Pinang,F,Urban,7.0,18.1,119.0,12.8,Normal,90,5.7,23,4
553,Pulau Pinang,F,Rural,7.1,16.0,110.0,13.2,Normal,77,4.9,28,1
554,Pulau Pinang,F,Rural,7.0,18.0,117.0,13.1,Normal,93,5.8,23,3
555,Pulau Pinang,F,Urban,7.1,19.0,117.0,13.9,Normal,93,6.1,18,6
556,Pulau Pinang,F,Rural,7.0,20.0,115.5,15.0,Normal,73,6.9,31,3
557,Pulau Pinang,F,Rural,7.0,18.0,111.0,14.6,Normal,68,5.8,28,4
558,Pulau Pinang,F,Urban,7.0,17.7,118.5,12.6,Thinness,86,5.0,16,1
559,Pulau Pinang,F,Urban,7.0,18.0,114.6,13.7,Normal,96,6.2,25,1
560,Pulau Pinang,F,Urban,7.1,16.5,112.5,13.0,Normal,87,5.8,28,1
561,Pulau Pinang,F,Rural,7.1,17.0,119.0,12.0,Thinness,86,6.0,24,3
562,Pulau Pinang,F,Urban,7.1,23.0,123.4,15.1,Normal,100,5.9,24,1
563,Pulau Pinang,F,Rural,7.0,16.0,109.0,13.5,Normal,83,6.1,20,5
564,Pulau Pinang,F,Rural,7.0,11.0,108.0,9.4,Severe thinness,83,5.8,24,2
565,Pulau Pinang,F,Urban,7.0,29.0,131.0,16.9,Normal,68,5.3,26,1
566,Pulau Pinang,F,Rural,7.1,21.0,121.0,14.3,Normal,90,5.4,22,1
567,Pulau Pinang,F,Rural,7.0,24.1,120.9,16.5,Normal,89,6.0,27,1
568,Pulau Pinang,F,Urban,7.1,19.9,115.9,14.8,Normal,69,5.4,29,1
569,Pulau Pinang,F,Rural,7.1,14.0,109.0,11.8,Thinness,83,5.5,25,1
570,Pulau Pinang,F,Rural,7.1,21.0,119.0,14.8,Normal,73,5.5,26,1
571,Pulau Pinang,F,Rural,7.1,21.0,117.0,15.3,Normal,72,5.8,23,3
572,Pulau Pinang,F,Rural,7.1,17.5,109.5,14.6,Normal,78,5.5,20,2
573,Pulau Pinang,F,Urban,7.1,18.0,114.5,13.7,Normal,73,5.5,26,1
574,Pulau Pinang,F,Urban,7.1,35.0,129.0,21.0,Obesity,70,6.5,28,1
575,Pulau Pinang,F,Urban,7.0,32.0,128.0,19.5,Overweight,79,5.9,25,1
576,Pulau Pinang,F,Rural,7.1,22.0,122.5,14.7,Normal,74,6.0,23,1
577,Pulau Pinang,F,Urban,7.1,21.5,129.0,12.9,Normal,65,7.2,28,1
578,Pulau Pinang,F,Rural,7.1,20.0,116.0,14.9,Normal,65,6.2,25,1
579,Pulau Pinang,F,Rural,7.1,20.0,114.5,15.3,Normal,61,6.7,25,1
580,Putrajaya,F,Urban,7.1,20.6,123.5,13.5,Normal,87,4.9,25,4
581,Putrajaya,F,Urban,7.0,20.4,120.0,14.2,Normal,116,4.9,20,1
582,Putrajaya,F,Urban,7.1,18.0,111.0,14.6,Normal,88,5.5,31,1
583,Putrajaya,F,Urban,7.1,16.9,110.0,14.0,Normal,95,6.1,27,2
584,Putrajaya,F,Urban,7.1,23.9,123.4,15.7,Normal,75,4.8,24,1
585,Putrajaya,F,Urban,7.0,19.7,116.0,14.6,Normal,79,5.5,25,1
586,Putrajaya,F,Urban,7.0,18.2,116.5,13.4,Normal,81,6.4,26,1
587,Sabah,F,Rural,7.0,19.2,118.0,13.8,Normal,123,4.5,34,9
588,Sabah,F,Rural,7.1,21.0,120.0,14.6,Normal,119,4.7,30,8
589,Sabah,F,Urban,7.1,33.6,124.0,21.9,Obesity,120,4.7,31,7
590,Sabah,F,Rural,7.1,19.4,113.5,15.1,Normal,114,4.8,30,8
591,Sabah,F,Rural,7.1,24.5,119.0,17.3,Overweight,128,4.7,32,4
592,Sabah,F,Rural,7.1,19.0,119.0,13.4,Normal,116,4.7,29,7
593,Sabah,F,Rural,7.0,17.5,111.0,14.2,Normal,132,5.0,28,10
594,Sabah,F,Rural,7.1,17.8,114.0,13.7,Normal,115,4.5,35,2
595,Sabah,F,Urban,7.1,27.0,122.0,18.1,Overweight,114,5.0,32,6
596,Sabah,F,Rural,7.1,16.3,110.0,13.5,Normal,111,4.6,28,6
597,Sabah,F,Rural,7.0,17.2,114.5,13.1,Normal,118,4.8,32,3
598,Sabah,F,Rural,7.1,17.9,106.0,15.9,Normal,160,4.3,27,4
599,Sabah,F,Urban,7.1,19.5,117.0,14.2,Normal,121,5.0,29,6
600,Sabah,F,Rural,7.0,26.0,119.0,18.4,Overweight,107,5.2,35,6
601,Sabah,F,Rural,7.0,19.6,111.8,15.7,Normal,96,4.8,35,5
602,Sabah,F,Rural,7.0,19.5,117.0,14.2,Normal,90,4.9,37,7
603,Sabah,F,Urban,7.1,18.0,114.0,13.9,Normal,108,4.9,31,4
604,Sabah,F,Rural,7.1,26.5,123.0,17.5,Overweight,94,4.5,34,3
605,Sabah,F,Rural,7.0,20.7,116.0,15.4,Normal,112,4.4,24,6
606,Sabah,F,Rural,7.1,24.0,120.0,16.7,Normal,109,5.2,32,5
607,Sabah,F,Urban,7.1,28.0,119.0,19.8,Obesity,99,4.2,30,3
608,Sabah,F,Rural,7.0,19.9,120.0,13.8,Normal,134,5.2,28,5
609,Sabah,F,Rural,7.1,23.0,119.0,16.2,Normal,120,5.3,32,3
610,Sabah,F,Rural,7.0,22.5,121.0,15.4,Normal,107,5.7,32,7
611,Sabah,F,Rural,7.0,19.5,117.0,14.2,Normal,129,5.2,34,1
612,Sabah,F,Rural,7.1,19.0,117.0,13.9,Normal,104,4.9,27,6
613,Sabah,F,Rural,7.0,22.0,124.5,14.2,Normal,145,4.7,26,2
614,Sabah,F,Rural,7.0,18.6,115.0,14.1,Normal,115,5.1,28,4
615,Sabah,F,Rural,7.0,25.5,118.0,18.3,Overweight,102,5.0,33,2
616,Sabah,F,Urban,7.1,20.0,115.0,15.1,Normal,101,5.3,31,5
617,Sabah,F,Rural,7.0,22.0,121.0,15.0,Normal,101,4.0,27,2
618,Sabah,F,Rural,7.1,21.0,120.0,14.6,Normal,114,4.7,30,1
619,Sabah,F,Urban,7.0,25.6,121.0,17.5,Overweight,110,5.3,26,8
620,Sabah,F,Rural,7.1,15.0,106.0,13.3,Normal,104,5.3,28,6
621,Sabah,F,Rural,7.1,16.6,107.7,14.3,Normal,102,5.0,30,3
622,Sabah,F,Urban,7.0,15.2,113.0,11.9,Thinness,117,5.1,23,7
623,Sabah,F,Rural,7.1,25.0,125.0,16.0,Normal,98,5.6,29,10
624,Sabah,F,Rural,7.1,25.9,120.0,18.0,Overweight,110,4.4,25,2
625,Sabah,F,Urban,7.1,19.8,117.0,14.5,Normal,91,5.0,28,6
626,Sabah,F,Urban,7.0,20.7,114.0,15.9,Normal,94,4.9,35,1
627,Sabah,F,Urban,7.0,22.0,126.0,13.9,Normal,112,5.0,29,1
628,Sabah,F,Rural,7.0,17.5,115.2,13.2,Normal,74,5.2,31,7
